"configuration","problem","model","data_file","status","time","variables","failures","evaluatedHalfReifiedConstraints","restarts","intVariables","paths","baseMem","objectiveBound","nodes","flatBoolConstraints","blockType","method","eliminatedImplications","trailMem","extractedViews","nSolutions","run","objective","optTime","propagators","peakMem","error","solveTime","propagations","intVars","initTime","unifiedVariables","evaluatedReifiedConstraints","flatIntVars","flatIntConstraints","flatBoolVars","backjumps","nogoods","flatTime","randomSeed","boolVariables","userDecisions","peakDepth","solutions","oracleDecisions"
"Huub_free_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-20.dzn","SATISFIED","1202.1270594568923","","42363","","314","30197","0","","","","47500","complete","minimize","5000","","35000","8","results_prod_new","S(15)","","64838","","","1193.185177","221783095","","1.642704","0","98000","30200","77339","80500","","","5.26914","","","0","95797","","16687401"
"Huub_free_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-09.dzn","OPTIMAL_SOLUTION","51.48026252351701","","136752","","4302","6097","0","","","","9600","complete","minimize","1000","","7000","1","results_prod_new","S(20)","","13284","","","49.572805","39428390","","0.24336","0","19880","6100","15685","16280","","","1.11296","","","0","10912","","1076447"
"chuffed","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-03.dzn","OPTIMAL_SOLUTION","3.738562355749309","52310","2227","","7","","0","0.0","","40198","5350","","minimize","250","0.12","","7","results_prod_new","4","1.006","38778","0.0","","1.175","6639276","1549","0.331","","21290","1549","21647","21320","30385","2227","1.70747","-9954628","50759","","1181","",""
"Huub_user_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-17.dzn","SATISFIED","1202.154728489928","","287406","","0","30197","0","","","","49000","complete","minimize","5000","","35000","1","results_prod_new","S(34)","","68144","","","1192.711037","582220607","","1.643542","0","102200","30200","79145","83200","","","5.75079","","","0","20253","","21601631"
"Huub_free_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-14.dzn","OPTIMAL_SOLUTION","11.755507923662663","","3674","","137","13647","0","","","","21900","complete","minimize","2250","","15750","5","results_prod_new","S(20)","","30429","","","7.846283","6161427","","0.544848","0","45570","13650","35530","37170","","","2.46399","","","0","24958","","294194"
"Huub_free_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-16.dzn","OPTIMAL_SOLUTION","1014.7210456803441","","191151","","980","30197","0","","","","48750","complete","minimize","5000","","35000","7","results_prod_new","S(16)","","67593","","","1005.742402","257770822","","1.423875","0","101500","30200","78844","82750","","","5.6574","","","0","68521","","10855390"
"Huub_free_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-14.dzn","OPTIMAL_SOLUTION","14.34072844684124","","5027","","221","13647","0","","","","21900","complete","minimize","2250","","15750","5","results_prod_new","S(20)","","30429","","","10.11898","7220294","","0.544534","0","45570","13650","35530","37170","","","2.55615","","","0","25734","","369259"
"Huub_free_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-04.dzn","OPTIMAL_SOLUTION","1.4964638417586684","","5328","","114","1547","0","","","","2250","complete","minimize","250","","1750","2","results_prod_new","S(9)","","3028","","","0.888956","790643","","0.059616","0","4550","1550","3779","3800","","","0.313247","","","0","3587","","64535"
"Huub_user_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-11.dzn","UNKNOWN","1201.1008880650625","","1215093","","0","13647","0","","","","21750","complete","minimize","2250","","15750","0","results_prod_new","","","30098","","","1197.182232","450311036","","0.620902","0","45150","13650","35349","36900","","","2.30102","","","0","12695","","4359527"
"gecode","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-18.dzn","ERROR","225.66767383925617","","","1485000","","","0","","","","272500","","minimize","5000","","","0","results_prod_new","","","","","MiniZinc stopped with a non-zero exit code, but did not output an error message. ","","","","","","35000","30200","1540101","1525000","","","131.197","","","","","",""
"Huub_user_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-09.dzn","OPTIMAL_SOLUTION","24.831861162558198","","155389","","0","6097","0","","","","9600","complete","minimize","1000","","7000","1","results_prod_new","S(20)","","13284","","","23.027046","22579866","","0.232923","0","19880","6100","15685","16280","","","1.10778","","","0","11816","","492760"
"chuffed","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-19.dzn","SATISFIED","1230.515926875174","","","","","","0","","","","296500","","minimize","5000","","","1","results_prod_new","S(50)","","","","","","","","","","1553600","30199","1559196","1553800","","","134.104999","","","","","",""
"Huub_user_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-19.dzn","OPTIMAL_SOLUTION","319.0478895744309","","12298","1485000","0","30197","0","","","","296500","complete","minimize","5000","","35000","3","results_prod_new","S(30)","","1553094","","","123.798339","514444720","","24.937484","0","102200","30200","1564095","1568200","","","131.618","","","0","2869023","","8293363"
"Huub_user_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-14.dzn","OPTIMAL_SOLUTION","7.200729723088443","","5619","","0","13647","0","","","","21900","complete","minimize","2250","","15750","6","results_prod_new","S(20)","","30429","","","3.349738","2445981","","0.529129","0","45570","13650","35530","37170","","","2.4365","","","0","27744","","179783"
"Huub_free_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-01.dzn","OPTIMAL_SOLUTION","4.5548434080556035","","14022","16560","686","1485","0","","","","5010","complete","minimize","240","","1680","6","results_prod_new","S(5)","","19657","","","2.101532","8997637","","0.284917","0","4620","1488","20288","20370","","","1.49078","","","0","32714","","349985"
"Huub_free_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-10.dzn","OPTIMAL_SOLUTION","24.93548245728016","","1077","147000","19","6097","0","","","","33500","complete","minimize","1000","","7000","5","results_prod_new","S(6)","","158938","","","5.601274","51897834","","2.399466","0","18200","6100","161939","162200","","","12.5852","","","0","309992","","1846305"
"Huub_free_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-20.dzn","SATISFIED","1202.1949756667018","","38896","","232","30197","0","","","","47500","complete","minimize","5000","","35000","7","results_prod_new","S(15)","","64838","","","1193.133825","270931661","","1.713298","0","98000","30200","77339","80500","","","5.25034","","","0","94430","","19843172"
"Huub_user_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-10.dzn","SATISFIED","1200.6118688182905","","332500","","0","6097","0","","","","9000","complete","minimize","1000","","7000","5","results_prod_new","S(7)","","11958","","","1198.647642","247487741","","0.333294","0","18200","6100","14959","15200","","","1.08828","","","0","26546","","23958329"
"chuffed","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-09.dzn","SATISFIED","1204.2054697256535","","","","","","0","","","","34100","","minimize","1000","","","1","results_prod_new","S(20)","","","","","","","","","","160440","6099","161696","160520","","","13.4426","","","","","",""
"Huub_free_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-05.dzn","OPTIMAL_SOLUTION","2.7786077465862036","","5581","","30","1547","0","","","","2200","complete","minimize","250","","1750","1","results_prod_new","S(10)","","2917","","","2.205475","2489200","","0.060313","0","4410","1550","3718","3710","","","0.317624","","","0","3812","","227846"
"Huub_user_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-15.dzn","SATISFIED","1201.0674101933837","","598923","","0","13647","0","","","","21000","complete","minimize","2250","","15750","5","results_prod_new","S(10)","","28443","","","1197.104726","188534247","","0.76526","0","43050","13650","34444","35550","","","2.25092","","","0","29075","","12493948"
"Huub_free_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-11.dzn","SATISFIED","1201.0314937112853","","37362","","188","13647","0","","","","21750","complete","minimize","2250","","15750","6","results_prod_new","S(13)","","30098","","","1197.033095","704990391","","0.624365","0","45150","13650","35349","36900","","","2.36832","","","0","30936","","36688878"
"Huub_user_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-20.dzn","UNKNOWN","1202.2861051457003","","10433","","0","30197","0","","","","47500","complete","minimize","5000","","35000","0","results_prod_new","","","64838","","","1192.831249","1572611962","","1.690912","0","98000","30200","77339","80500","","","5.63445","","","0","39355","","115538786"
"Huub_free_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-02.dzn","OPTIMAL_SOLUTION","0.8527297433465719","","1164","","12","1547","0","","","","2350","complete","minimize","250","","1750","5","results_prod_new","S(6)","","3250","","","0.248807","375600","","0.05786","0","4830","1550","3901","3980","","","0.315269","","","0","3004","","30884"
"Huub_free_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-12.dzn","OPTIMAL_SOLUTION","1126.651622989215","","242287","","1514","13647","0","","","","21750","complete","minimize","2250","","15750","8","results_prod_new","S(14)","","30098","","","1122.640447","416655846","","0.619764","0","45150","13650","35349","36900","","","2.41566","","","0","29441","","21101026"
"Huub_user_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-20.dzn","SATISFIED","1202.0445784563199","","72003","","0","30197","0","","","","47500","complete","minimize","5000","","35000","14","results_prod_new","S(13)","","64838","","","1193.235866","151773468","","1.703057","0","98000","30200","77339","80500","","","5.14926","","","0","43660","","10707882"
"Huub_free_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-14.dzn","OPTIMAL_SOLUTION","129.85986721888185","","10854","499500","404","13647","0","","","","105150","complete","minimize","2250","","15750","6","results_prod_new","S(20)","","529899","","","65.986297","267350022","","8.025023","0","45570","13650","535000","536670","","","42.3095","","","0","968832","","8551071"
"Huub_user_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-19.dzn","OPTIMAL_SOLUTION","45.746290443465114","","47553","","0","30197","0","","","","49000","complete","minimize","5000","","35000","7","results_prod_new","S(30)","","68144","","","37.356177","29769390","","1.210645","0","102200","30200","79145","83200","","","5.23662","","","0","11811","","863937"
"gecode","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-09.dzn","UNKNOWN","1204.334260912612","","","147000","","","0","","","","29500","","minimize","1000","","","0","results_prod_new","","","","","","","","","","","7000","6100","158023","155000","","","12.4186","","","","","",""
"Huub_free_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-13.dzn","OPTIMAL_SOLUTION","136.7954821260646","","166548","","2718","13647","0","","","","22200","complete","minimize","2250","","15750","12","results_prod_new","S(13)","","31091","","","132.850667","88003627","","0.580999","0","46410","13650","35892","37710","","","2.27033","","","0","25762","","2341299"
"Huub_free_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-01.dzn","OPTIMAL_SOLUTION","8.116452724672854","","58195","","535","1485","0","","","","2250","complete","minimize","240","","1680","6","results_prod_new","S(5)","","3107","","","7.444355","5922787","","0.062718","0","4620","1488","3738","3810","","","0.363146","","","0","3083","","294566"
"Huub_user_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-06.dzn","OPTIMAL_SOLUTION","23.558281982317567","","2626","147000","0","6097","0","","","","34000","complete","minimize","1000","","7000","2","results_prod_new","S(15)","","160043","","","4.112603","14223705","","2.321055","0","19600","6100","162544","163100","","","12.9089","","","0","277469","","659270"
"Huub_user_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-01.dzn","OPTIMAL_SOLUTION","13.711350033059716","","113990","","0","1485","0","","","","2250","complete","minimize","240","","1680","4","results_prod_new","S(5)","","3107","","","13.072134","13130224","","0.061892","0","4620","1488","3738","3810","","","0.333475","","","0","3063","","471183"
"Huub_free_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-18.dzn","SATISFIED","1202.4112980524078","","271935","","68","30197","0","","","","49500","complete","minimize","5000","","35000","1","results_prod_new","S(50)","","69246","","","1193.062956","944841433","","1.33852","0","103600","30200","79747","84100","","","5.7297","","","0","60345","","26920471"
"Huub_user_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-13.dzn","OPTIMAL_SOLUTION","140.70000491384417","","344305","","0","13647","0","","","","22200","complete","minimize","2250","","15750","7","results_prod_new","S(13)","","31091","","","136.881835","76090065","","0.564879","0","46410","13650","35892","37710","","","2.29201","","","0","7274","","1627139"
"Huub_free_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-06.dzn","OPTIMAL_SOLUTION","185.55755984503776","","25919","","137","6097","0","","","","9500","complete","minimize","1000","","7000","5","results_prod_new","S(16)","","13063","","","183.824779","90977190","","0.260333","0","19600","6100","15564","16100","","","1.02519","","","0","14725","","7400464"
"Huub_user_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-03.dzn","OPTIMAL_SOLUTION","5.651255201548338","","2160","","0","1547","0","","","","2350","complete","minimize","250","","1750","5","results_prod_new","S(4)","","3250","","","5.073867","8031893","","0.061326","0","4830","1550","3901","3980","","","0.31657","","","0","3292","","472304"
"cp-sat","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-11.dzn","SATISFIED","1210.5261965291575","","3096","499500","","","0","","2","","105000","","minimize","2250","","","2","results_prod_new","S(29)","","","","","858.11","45161778","","","","30450","13650","532719","530100","","","46.4499","","523911","","","",""
"Huub_free_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-16.dzn","OPTIMAL_SOLUTION","448.52156552951783","","36614","1485000","305","30197","0","","","","296250","complete","minimize","5000","","35000","28","results_prod_new","S(16)","","1552543","","","261.461928","1070010598","","24.295238","0","101500","30200","1563794","1567750","","","123.781","","","0","2955750","","55858757"
"chuffed","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-12.dzn","SATISFIED","1210.7521469239146","","","","","","0","","","","105000","","minimize","2250","","","2","results_prod_new","S(29)","","","","","","","","","","529950","13649","532645","530100","","","45.7809","","","","","",""
"Huub_free_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-08.dzn","OPTIMAL_SOLUTION","22.654442436993122","","1055","147000","47","6097","0","","","","34300","complete","minimize","1000","","7000","5","results_prod_new","S(13)","","160706","","","4.387708","28425267","","2.27582","0","20440","6100","162907","163640","","","12.0442","","","0","285214","","1468512"
"Huub_free_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-05.dzn","OPTIMAL_SOLUTION","1.2170386426150799","","1968","","54","1547","0","","","","2200","complete","minimize","250","","1750","1","results_prod_new","S(10)","","2917","","","0.568103","580060","","0.061458","0","4410","1550","3718","3710","","","0.316539","","","0","4059","","60300"
"Huub_free_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-19.dzn","OPTIMAL_SOLUTION","368.70718082692474","","124010","","75","30197","0","","","","49000","complete","minimize","5000","","35000","11","results_prod_new","S(30)","","68144","","","360.315193","221852256","","1.209072","0","102200","30200","79145","83200","","","5.2494","","","0","52744","","3951892"
"Huub_free_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-02.dzn","OPTIMAL_SOLUTION","0.8400256829336286","","995","","6","1547","0","","","","2350","complete","minimize","250","","1750","5","results_prod_new","S(6)","","3250","","","0.215832","186701","","0.059671","0","4830","1550","3901","3980","","","0.325371","","","0","2959","","19923"
"Huub_user_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-16.dzn","SATISFIED","1202.1655319482088","","233764","","0","30197","0","","","","48750","complete","minimize","5000","","35000","3","results_prod_new","S(19)","","67593","","","1192.614101","230562504","","1.520453","0","101500","30200","78844","82750","","","5.95799","","","0","18691","","12511036"
"Huub_free_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-13.dzn","OPTIMAL_SOLUTION","195.0960866669193","","250219","","4387","13647","0","","","","22200","complete","minimize","2250","","15750","11","results_prod_new","S(13)","","31091","","","191.214046","118767899","","0.565233","0","46410","13650","35892","37710","","","2.2557","","","0","26771","","2847124"
"Huub_user_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-08.dzn","OPTIMAL_SOLUTION","7.592328538186848","","17567","","0","6097","0","","","","9800","complete","minimize","1000","","7000","5","results_prod_new","S(13)","","13726","","","5.754288","5123750","","0.250815","0","20440","6100","15927","16640","","","1.11581","","","0","13173","","192878"
"Huub_free_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-15.dzn","SATISFIED","1201.158062333241","","256217","","52","13647","0","","","","21000","complete","minimize","2250","","15750","1","results_prod_new","S(13)","","28443","","","1197.090988","197062561","","0.731283","0","43050","13650","34444","35550","","","2.26385","","","0","48417","","11301269"
"Huub_user_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-03.dzn","OPTIMAL_SOLUTION","2.689867394976318","","11638","","0","1547","0","","","","2350","complete","minimize","250","","1750","6","results_prod_new","S(4)","","3250","","","2.109875","2948169","","0.061565","0","4830","1550","3901","3980","","","0.318165","","","0","3275","","301640"
"Huub_free_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-07.dzn","OPTIMAL_SOLUTION","69.83560641948134","","36272","","308","6097","0","","","","9500","complete","minimize","1000","","7000","10","results_prod_new","S(8)","","13063","","","68.001416","33405291","","0.261933","0","19600","6100","15564","16100","","","1.10614","","","0","15086","","2598313"
"cp-sat","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-03.dzn","OPTIMAL_SOLUTION","17.586832902394235","","8254","18000","","","0","","4","","5350","","minimize","250","","","7","results_prod_new","4","","","","","15.11","15919940","","","","3290","1550","21671","21320","","","1.59275","","22417","","","",""
"chuffed","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-16.dzn","SATISFIED","1230.936366361566","","","","","","0","","","","296250","","minimize","5000","","","1","results_prod_new","S(50)","","","","","","","","","","1553250","30199","1558945","1553500","","","131.132","","","","","",""
"Huub_user_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-15.dzn","SATISFIED","1201.1460363855585","","574824","","0","13647","0","","","","21000","complete","minimize","2250","","15750","4","results_prod_new","S(8)","","28443","","","1196.88975","137120537","","0.743192","0","43050","13650","34444","35550","","","2.45762","","","0","29221","","9276640"
"Huub_user_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-18.dzn","OPTIMAL_SOLUTION","311.06932610459626","","388528","","0","30197","0","","","","49500","complete","minimize","5000","","35000","11","results_prod_new","S(17)","","69246","","","301.898258","114748034","","1.317421","0","103600","30200","79747","84100","","","5.81762","","","0","14748","","2547997"
"Huub_user_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-06.dzn","SATISFIED","1200.496516637504","","511825","","0","6097","0","","","","9500","complete","minimize","1000","","7000","4","results_prod_new","S(17)","","13063","","","1198.649947","969273519","","0.267664","0","19600","6100","15564","16100","","","1.11023","","","0","14680","","77837109"
"Huub_free_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-01.dzn","OPTIMAL_SOLUTION","5.269740943796933","","25547","","629","1485","0","","","","2250","complete","minimize","240","","1680","6","results_prod_new","S(5)","","3107","","","4.591854","3413302","","0.064021","0","4620","1488","3738","3810","","","0.359949","","","0","3276","","214547"
"gecode","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-11.dzn","ERROR","114.39107003435493","","","499500","","","0","","","","94500","","minimize","2250","","","0","results_prod_new","","","","","MiniZinc stopped with a non-zero exit code, but did not output an error message. ","","","","","","15750","13650","524254","517500","","","44.4436","","","","","",""
"Huub_user_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-18.dzn","UNKNOWN","1202.3971427576616","","823417","","0","30197","0","","","","49500","complete","minimize","5000","","35000","0","results_prod_new","","","69246","","","1193.027358","438547100","","1.310017","0","103600","30200","79747","84100","","","5.87125","","","0","14827","","5248228"
"cp-sat","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-12.dzn","SATISFIED","1209.976581402123","","6553","499500","","","0","","5","","105000","","minimize","2250","","","2","results_prod_new","S(29)","","","","","855.697","54876793","","","","30450","13650","532719","530100","","","45.5157","","523103","","","",""
"Huub_free_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-11.dzn","OPTIMAL_SOLUTION","399.0979807795957","","169030","","1340","13647","0","","","","21750","complete","minimize","2250","","15750","11","results_prod_new","S(13)","","30098","","","394.818588","131184609","","0.651031","0","45150","13650","35349","36900","","","2.54426","","","0","30906","","6985225"
"Huub_free_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-03.dzn","OPTIMAL_SOLUTION","2.6977090211585164","","581","18000","16","1547","0","","","","5350","complete","minimize","250","","1750","4","results_prod_new","S(4)","","21240","","","0.317623","2177339","","0.290756","0","4830","1550","21891","21980","","","1.49642","","","0","36451","","157215"
"Huub_free_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-05.dzn","OPTIMAL_SOLUTION","0.8709150524809957","","1323","","38","1547","0","","","","2200","complete","minimize","250","","1750","1","results_prod_new","S(10)","","2917","","","0.290188","275177","","0.061668","0","4410","1550","3718","3710","","","0.318666","","","0","3937","","24217"
"Huub_user_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-04.dzn","OPTIMAL_SOLUTION","1.3116839518770576","","5391","","0","1547","0","","","","2250","complete","minimize","250","","1750","2","results_prod_new","S(9)","","3028","","","0.711444","556058","","0.058131","0","4550","1550","3779","3800","","","0.313296","","","0","3501","","38421"
"chuffed","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-14.dzn","OPTIMAL_SOLUTION","383.47083974815905","714150","35011","","9","","0","0.0","","1004733","105150","","minimize","2250","0.94","","9","results_prod_new","20","319.423","1025067","0.0","","319.624","1007093557","13649","8.356","","530160","13649","532796","530280","923676","35011","44.1355","1022290614","700499","","5738","",""
"Huub_user_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-19.dzn","OPTIMAL_SOLUTION","57.663446141406894","","58530","","0","30197","0","","","","49000","complete","minimize","5000","","35000","11","results_prod_new","S(30)","","68144","","","49.457146","37654832","","1.202587","0","102200","30200","79145","83200","","","5.11013","","","0","11811","","1146131"
"Huub_free_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-11.dzn","OPTIMAL_SOLUTION","118.69303503539413","","21285","499500","174","13647","0","","","","105000","complete","minimize","2250","","15750","4","results_prod_new","S(13)","","529568","","","54.563568","300677399","","8.128193","0","45150","13650","534819","536400","","","42.4833","","","0","984208","","5646051"
"Huub_free_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-05.dzn","OPTIMAL_SOLUTION","2.2706339126452804","","2670","","20","1547","0","","","","2200","complete","minimize","250","","1750","1","results_prod_new","S(10)","","2917","","","1.697958","1362355","","0.06089","0","4410","1550","3718","3710","","","0.316034","","","0","3874","","91126"
"Huub_user_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-07.dzn","OPTIMAL_SOLUTION","245.49996716715395","","317134","","0","6097","0","","","","9500","complete","minimize","1000","","7000","13","results_prod_new","S(8)","","13063","","","243.730618","163725533","","0.259408","0","19600","6100","15564","16100","","","1.0458","","","0","13932","","10458699"
"Huub_user_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-08.dzn","OPTIMAL_SOLUTION","21.664570862427354","","1225","147000","0","6097","0","","","","34300","complete","minimize","1000","","7000","2","results_prod_new","S(13)","","160706","","","2.560812","19462760","","2.287852","0","20440","6100","162907","163640","","","12.5278","","","0","285557","","595901"
"Huub_free_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-09.dzn","OPTIMAL_SOLUTION","46.9578334633261","","152625","","4434","6097","0","","","","9600","complete","minimize","1000","","7000","1","results_prod_new","S(20)","","13284","","","45.124565","45472126","","0.24179","0","19880","6100","15685","16280","","","1.11779","","","0","10846","","1182008"
"Huub_user_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-19.dzn","OPTIMAL_SOLUTION","34.21780365984887","","24237","","0","30197","0","","","","49000","complete","minimize","5000","","35000","7","results_prod_new","S(30)","","68144","","","25.880824","18584112","","1.228705","0","102200","30200","79145","83200","","","5.20054","","","0","52646","","638026"
"Huub_free_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-10.dzn","OPTIMAL_SOLUTION","84.53997869230807","","9149","","74","6097","0","","","","9000","complete","minimize","1000","","7000","7","results_prod_new","S(6)","","11958","","","82.60741","43652071","","0.324664","0","18200","6100","14959","15200","","","1.13227","","","0","26596","","5671021"
"Huub_user_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-11.dzn","SATISFIED","1201.0198692800477","","220612","","0","13647","0","","","","21750","complete","minimize","2250","","15750","4","results_prod_new","S(13)","","30098","","","1197.147642","225954875","","0.622503","0","45150","13650","35349","36900","","","2.27773","","","0","11313","","13148234"
"Huub_user_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-04.dzn","OPTIMAL_SOLUTION","1.5687110954895616","","11085","","0","1547","0","","","","2250","complete","minimize","250","","1750","2","results_prod_new","S(9)","","3028","","","0.984041","945277","","0.057841","0","4550","1550","3779","3800","","","0.323459","","","0","3484","","64596"
"Huub_free_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-03.dzn","OPTIMAL_SOLUTION","0.9864452760666609","","1149","","30","1547","0","","","","2350","complete","minimize","250","","1750","6","results_prod_new","S(4)","","3250","","","0.313995","342900","","0.065608","0","4830","1550","3901","3980","","","0.315303","","","0","3459","","35622"
"Huub_user_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-13.dzn","OPTIMAL_SOLUTION","721.1186979068443","","1243071","","0","13647","0","","","","22200","complete","minimize","2250","","15750","8","results_prod_new","S(13)","","31091","","","717.259375","485702177","","0.574764","0","46410","13650","35892","37710","","","2.27914","","","0","6630","","11784752"
"Huub_user_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-08.dzn","UNKNOWN","1200.5760593442246","","1195494","","0","6097","0","","","","9800","complete","minimize","1000","","7000","0","results_prod_new","","","13726","","","1198.655069","976047083","","0.248831","0","20440","6100","15927","16640","","","1.18981","","","0","2944","","11463556"
"Huub_user_decomp","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-13.dzn","OPTIMAL_SOLUTION","139.37641705572605","","80285","499500","0","13647","0","","","","105450","complete","minimize","2250","","15750","3","results_prod_new","S(13)","","530561","","","74.198478","266347246","","8.053952","0","46410","13650","535362","537210","","","43.8367","","","0","438163","","1747869"
"Huub_user_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-12.dzn","UNKNOWN","1201.234183914028","","609791","","0","13647","0","","","","21750","complete","minimize","2250","","15750","0","results_prod_new","","","30098","","","1197.17339","26845748","","0.631381","0","45150","13650","35349","36900","","","2.44639","","","0","9449","","817045"
